	W12t1c	W12t2c	W12t3c	W12t4c	W12t5c	W12t6c	W48t21c	W48t22c	W48t23c	W48t24c	W48t25c	W48t26c	WC10Mb	WC10Mc	WC10Ml	WC31Hb	WC31Hc	WC31Hl	WC32Hb	WC32Hc	WC32Hl	WC33Hb	WC33Hc	WC33Hl	WC8Mb	WC8Mc	WC8Ml	WC9Mb	WC9Mc	WC9Ml
Zotu10183	4	14	0	18	6	6	2	3	4	0	24	3	0	6	54	0	5	84	1	3	56	0	9	0	0	1	0	0	0	0
Zotu10184	0	0	0	0	1	0	0	0	0	3	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu10185	4	3	0	2	1	0	0	2	5	3	4	0	0	0	11	0	3	0	0	3	0	0	6	0	0	2	0	0	0	0
Zotu10186	0	0	0	0	1	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu10187	0	0	0	0	1	1	0	0	1	0	2	0	4	0	0	8	1	0	6	1	0	1	0	0	2	0	0	0	0	0
Zotu10188	0	1	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
Zotu10189	1	0	0	1	0	0	0	2	1	0	1	1	0	1	5	0	3	6	0	2	0	0	0	1	0	0	9	0	0	3
Zotu1019	2	1	0	10	19	3	1	1	3	2	1	0	11	3	1	27	1	2	3	0	2	10	1	1	17	0	0	7	2	1
Zotu10190	2	1	5	9	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0	1	0
Zotu10191	1	4	3	5	0	3	5	0	0	2	0	0	3	1	0	0	2	3	2	0	0	0	3	0	0	3	0	4	5	1
Zotu10192	0	0	0	0	0	0	6	0	0	1	2	0	0	0	2	0	1	1	0	2	3	0	3	0	0	0	0	0	0	5
Zotu10193	2	9	6	5	3	11	10	7	6	11	13	10	0	15	0	1	13	0	0	3	0	0	7	1	0	14	1	0	9	0
Zotu10194	2	4	2	1	1	2	0	0	1	1	2	0	1	3	1	1	1	2	5	1	2	3	0	0	0	0	1	1	2	0
Zotu10195	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu10196	0	0	0	5	0	2	0	0	1	0	4	0	5	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
Zotu10197	11	0	0	3	0	0	42	0	0	0	0	0	0	2	0	1	6	0	0	9	0	0	0	0	0	0	0	0	0	0
Zotu10198	0	1	2	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
Zotu10199	0	0	19	0	0	0	0	9	0	15	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0
Zotu102	32	101	27	25	18	49	34	28	39	18	24	12	5	42	25	5	48	20	1	35	15	1	32	17	3	60	12	3	26	33
Zotu1020	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu10200	0	0	0	5	0	0	1	0	2	2	1	2	0	2	0	2	0	0	0	1	0	4	0	0	0	0	0	1	2	5
Zotu10201	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Zotu10202	0	3	0	1	1	1	3	5	4	4	1	11	0	2	0	0	6	0	0	14	3	0	0	0	0	1	1	0	2	0
Zotu10203	0	1	1	0	2	0	1	1	2	3	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Zotu10204	2	5	1	0	4	1	5	2	10	3	0	2	0	5	0	0	5	0	1	0	0	0	5	0	0	0	0	0	2	0
Zotu10205	1	1	2	0	0	2	0	1	3	3	1	4	0	3	1	0	1	2	0	4	3	0	1	0	0	1	0	0	0	0
Zotu10206	3	0	1	1	0	0	1	0	4	0	1	9	0	2	3	0	1	0	0	3	3	0	3	0	0	1	3	0	1	0
Zotu10207	2	0	0	0	0	1	0	0	3	4	0	3	0	2	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0
Zotu10208	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Zotu10209	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	3	0	0	5	0	0	1	0	0	5	0	0	2	0	0
Zotu1021	12	7	10	16	7	14	18	11	17	14	23	6	0	15	2	0	12	1	0	21	0	0	16	6	0	26	20	0	17	1
Zotu10210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10211	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu10212	1	0	0	2	1	1	0	2	0	2	0	0	0	2	0	0	0	2	0	0	6	0	2	1	0	0	1	0	0	10
Zotu10213	0	0	2	1	1	0	1	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
Zotu10214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Zotu10215	1	0	4	1	0	0	1	7	0	0	1	6	0	0	0	0	4	0	2	0	0	1	0	0	0	3	0	0	0	1
Zotu10216	14	3	0	8	0	0	0	5	0	0	0	0	0	0	3	0	1	0	1	3	0	0	1	0	0	14	14	0	12	1
Zotu10217	0	0	0	0	0	6	0	0	0	0	0	0	6	2	0	2	0	0	11	0	0	0	0	0	15	0	0	12	0	0
Zotu10218	0	1	1	3	0	0	1	0	0	1	0	4	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0
Zotu10219	2	0	0	3	1	0	3	2	2	2	1	0	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	2
Zotu1022	7	1	7	6	1	9	12	9	19	8	10	21	0	12	4	0	14	15	0	8	5	0	5	8	0	11	12	0	8	14
Zotu10220	0	1	3	0	0	1	2	3	0	1	1	4	0	3	1	0	2	1	1	1	1	0	0	0	0	3	0	0	4	2
Zotu10221	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0
Zotu10222	1	2	0	0	1	3	0	0	0	0	0	0	4	1	0	0	0	2	0	1	4	0	4	1	5	0	6	0	2	7
Zotu10223	0	0	2	1	1	3	2	3	15	3	1	12	0	11	0	0	4	0	0	3	0	0	5	0	0	6	0	0	6	0
Zotu10224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10225	2	0	0	2	0	0	3	0	0	1	4	0	0	0	1	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0
Zotu10226	0	0	0	2	0	4	4	0	2	0	1	4	0	1	4	0	1	25	0	11	0	0	7	57	2	6	37	0	0	0
Zotu10227	8	1	1	1	1	6	9	5	3	0	3	8	1	4	0	0	4	0	1	0	3	0	6	0	0	11	0	3	4	1
Zotu10228	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu10229	2	3	2	2	1	2	0	2	5	2	9	3	1	6	8	3	2	0	1	3	1	0	1	6	1	1	9	1	0	7
Zotu1023	6	8	6	5	4	8	5	2	2	2	3	3	6	4	9	5	1	1	15	5	8	32	4	8	4	1	1	24	2	3
Zotu10230	0	0	0	0	0	16	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10231	4	1	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	3	0	0	2	0	0	0	0	0	1	0
Zotu10232	0	2	0	0	0	0	1	1	1	0	0	1	0	1	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0
Zotu10233	0	3	0	4	0	4	0	0	0	0	0	1	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	0	0	0
Zotu10234	1	2	3	0	0	0	0	0	1	0	0	2	4	0	0	6	0	2	0	0	5	1	0	0	0	2	1	0	0	1
Zotu10235	2	0	0	0	1	11	0	2	11	0	0	0	0	2	1	0	1	4	0	4	1	0	6	3	1	7	0	0	0	4
Zotu10236	6	3	2	2	0	1	2	1	5	1	6	5	0	6	0	0	1	0	0	2	0	0	2	4	0	0	0	0	0	7
Zotu10237	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Zotu10238	0	0	0	0	9	0	0	0	1	0	0	0	1	0	1	3	0	0	1	0	1	2	0	1	3	0	1	0	0	0
Zotu10239	3	0	0	0	0	0	0	0	4	0	1	0	0	5	0	0	1	0	0	1	3	0	0	0	0	5	0	0	3	0
Zotu1024	0	0	0	1	26	4	0	0	2	1	1	1	1	0	0	0	3	1	0	1	0	1	1	0	11	0	0	0	0	1
Zotu10240	1	2	3	4	0	0	3	0	1	2	1	0	0	2	0	0	0	2	1	2	0	0	1	1	0	2	0	0	2	5
Zotu10241	0	1	0	0	0	3	0	0	2	0	4	0	0	1	1	0	4	0	0	0	1	0	1	0	0	1	3	0	0	0
Zotu10242	0	0	2	1	14	0	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu10243	1	4	0	0	0	2	0	0	0	0	0	0	6	0	0	7	0	0	5	0	1	4	4	0	5	0	2	4	0	0
Zotu10244	0	4	0	1	0	0	3	0	0	0	0	2	0	0	13	0	0	10	1	0	13	0	0	1	0	0	0	0	2	4
Zotu10245	1	0	1	1	0	0	0	1	0	1	3	0	0	2	6	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0
Zotu10246	10	0	0	0	1	1	51	0	16	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Zotu10247	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	5	0	0	6	0	0	0	0	0	8	0	1
Zotu10248	2	2	1	6	0	0	0	1	3	0	3	1	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	4
Zotu10249	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	19	0	0	0	0	0
Zotu1025	6	2	9	4	1	8	9	7	10	13	17	11	0	11	7	0	12	12	0	11	2	0	5	11	0	11	10	0	5	17
Zotu10250	2	0	0	1	2	1	1	1	4	7	2	0	0	3	0	1	1	3	0	0	0	0	0	0	0	0	0	0	2	0
Zotu10251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu10252	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0
Zotu10253	0	0	0	0	3	0	0	1	1	0	0	1	1	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu10254	0	0	1	0	0	0	0	0	3	0	3	1	0	2	6	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10255	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0
Zotu10256	0	0	3	2	0	2	0	1	0	0	0	0	1	0	0	2	5	0	0	0	5	3	0	10	0	0	0	0	0	2
Zotu10257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	34	1	0	0	0	0	0	0	0
Zotu10258	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
Zotu10259	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1026	0	0	2	5	4	0	0	0	0	0	0	1	3	0	0	2	0	0	5	0	0	6	1	0	0	0	0	5	0	0
Zotu10260	2	0	1	1	0	0	1	1	1	1	3	0	0	3	0	0	4	5	0	0	1	0	0	0	0	1	0	0	1	0
Zotu10261	0	0	1	2	1	0	0	0	0	0	4	4	1	1	6	2	0	1	1	3	0	2	6	0	0	0	4	0	1	0
Zotu10262	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0
Zotu10263	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	3	0
Zotu10264	2	0	0	1	0	1	12	1	3	1	2	2	0	4	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	0
Zotu10265	4	35	21	13	0	11	12	2	4	5	21	9	0	6	0	0	5	36	0	21	0	1	10	0	0	18	31	0	8	0
Zotu10266	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	10	0	0	0
Zotu10267	5	3	1	0	3	0	1	1	0	3	1	0	0	1	6	0	1	2	0	0	3	0	6	0	0	0	0	0	2	6
Zotu10268	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10269	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu1027	11	2	1	5	1	15	11	7	22	18	8	20	0	4	16	0	7	0	1	12	16	1	9	33	0	10	14	0	10	7
Zotu10270	0	0	0	2	2	2	0	0	0	0	0	1	1	0	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	0
Zotu10271	5	2	0	0	1	1	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	1	0	0	3	7	0	0	3
Zotu10272	2	0	0	1	3	3	0	2	2	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0
Zotu10273	1	0	2	0	2	9	4	2	0	0	19	0	0	7	0	0	8	0	3	0	0	8	1	0	1	9	0	0	27	0
Zotu10274	6	0	3	3	2	3	3	0	5	1	2	3	0	6	3	1	3	2	0	2	1	0	0	3	2	0	2	0	2	0
Zotu10275	0	2	1	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10276	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu10277	0	0	1	1	5	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	2	0
Zotu10278	0	0	0	1	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
Zotu10279	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	5	0	0	0
Zotu1028	0	1	0	0	0	0	0	0	2	2	0	0	21	1	0	9	0	1	12	0	0	12	1	0	10	0	0	18	0	0
Zotu10280	5	1	2	2	0	2	1	0	3	0	0	14	0	1	1	0	2	0	0	2	1	0	3	2	0	4	0	0	1	4
Zotu10281	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu10282	5	2	5	0	0	2	2	1	8	3	2	1	0	2	0	0	4	3	0	3	1	0	0	3	0	1	7	0	3	1
Zotu10283	2	1	0	1	1	1	2	2	4	4	10	1	0	3	2	0	2	7	0	3	0	0	4	1	0	4	0	0	6	3
Zotu10284	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10285	0	5	0	3	6	4	0	5	0	2	6	1	1	8	2	0	8	0	0	1	0	0	4	0	1	2	0	0	4	8
Zotu10286	7	4	0	1	2	2	3	0	4	1	0	0	2	2	0	0	8	0	0	6	0	0	1	0	1	2	0	0	1	1
Zotu10287	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu10288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10289	0	0	0	0	0	0	0	6	10	0	0	0	0	4	9	0	5	0	0	13	0	0	1	0	0	0	0	0	0	0
Zotu1029	0	0	0	2	3	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	6	0	0	4	0	0
Zotu10290	0	8	0	1	1	5	6	1	2	7	1	1	0	3	4	0	6	0	1	6	0	0	4	0	0	2	0	0	3	0
Zotu10291	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	6	0	0	1	0	0	0	0	2	6	0	0	0
Zotu10292	0	1	4	0	0	0	0	0	0	3	0	1	0	0	4	0	0	0	0	1	0	0	0	6	0	0	0	0	4	0
Zotu10293	1	0	25	0	0	2	0	10	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
Zotu10294	11	0	0	1	0	1	0	1	0	0	11	2	0	3	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0
Zotu10295	9	0	1	2	0	3	1	1	3	0	0	0	0	0	2	0	2	0	0	0	4	0	1	0	0	1	2	0	4	1
Zotu10296	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu10297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu10298	0	0	0	0	0	3	0	0	1	0	0	0	14	6	0	7	1	0	0	0	0	0	0	0	41	0	0	5	0	0
Zotu10299	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Zotu103	37	29	32	22	19	39	23	28	53	45	57	66	2	42	71	0	39	43	1	41	60	2	38	46	1	38	65	0	33	65
Zotu1030	0	1	1	1	0	0	4	0	0	0	0	1	31	3	0	0	0	0	0	1	1	0	0	0	94	2	0	7	0	3
Zotu10300	0	0	0	0	0	4	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
Zotu10301	0	0	0	1	0	0	0	0	0	1	8	0	0	0	0	0	2	0	0	0	0	0	1	7	0	0	0	0	0	1
Zotu10302	0	3	1	0	1	0	6	0	0	0	0	0	7	2	0	0	0	0	7	0	0	14	5	0	0	0	0	0	3	0
Zotu10303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu10304	1	1	0	2	0	2	1	4	3	0	0	1	1	5	0	1	1	4	0	0	0	0	2	0	2	4	2	1	3	1
Zotu10305	0	2	0	0	1	0	2	2	2	4	0	0	1	0	0	0	0	0	1	4	0	1	0	0	0	1	0	0	0	0
Zotu10306	5	7	4	3	1	10	0	7	2	0	1	2	0	3	6	0	1	0	0	9	10	0	9	0	0	6	0	0	12	0
Zotu10307	0	0	0	0	0	0	7	0	1	0	0	1	0	2	0	1	2	0	1	2	0	4	3	0	1	3	0	0	3	5
Zotu10308	0	0	12	0	0	0	0	3	1	7	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	11	0
Zotu10309	3	5	1	2	1	10	4	0	5	1	1	0	0	15	0	0	0	0	0	4	1	3	4	0	1	2	1	1	5	0
Zotu1031	14	8	6	10	2	15	6	3	16	7	15	5	1	13	14	0	10	9	2	16	13	0	10	14	0	18	17	1	21	16
Zotu10310	0	1	0	0	11	4	0	1	0	0	0	0	4	0	0	12	0	0	3	0	1	11	1	0	19	0	2	3	0	0
Zotu10311	2	1	4	1	1	3	0	0	12	4	3	1	1	1	1	0	8	3	1	5	4	2	6	3	2	7	0	5	12	12
Zotu10312	2	1	8	0	2	0	2	3	4	1	3	0	0	1	0	0	6	1	0	3	0	0	0	3	1	1	0	0	8	6
Zotu10313	1	2	0	0	1	4	0	0	2	0	3	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0
Zotu10314	3	0	2	0	1	0	1	0	3	1	0	0	0	4	0	1	0	3	1	0	2	2	0	0	0	3	0	0	0	2
Zotu10315	2	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	3	0	0	0	1
Zotu10316	0	0	0	4	0	3	0	0	0	0	0	0	5	2	0	1	0	0	6	1	0	3	0	0	4	0	1	2	0	0
Zotu10317	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	1	0	0	0	28	0	0	18	1	0	0	0	0	0
Zotu10318	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1032	0	0	0	2	0	0	1	2	0	1	0	0	1	0	0	6	0	0	4	0	0	5	1	0	35	1	0	6	1	0
Zotu10320	1	0	0	2	1	0	1	3	1	1	2	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0
Zotu10321	3	0	1	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu10322	0	0	1	0	2	1	0	0	0	0	0	2	0	0	12	0	0	9	0	0	7	0	0	4	0	0	0	0	3	5
Zotu10323	0	3	2	1	0	6	3	0	3	1	4	1	0	4	0	0	0	0	0	1	0	0	6	7	0	3	0	0	2	12
Zotu10324	2	15	12	10	0	6	0	1	0	10	6	3	0	0	0	0	11	0	1	3	16	0	14	0	0	0	0	0	8	0
Zotu10325	1	0	3	9	0	1	0	5	6	15	0	0	0	5	2	0	1	2	0	0	1	0	1	2	0	0	0	0	18	0
Zotu10326	0	0	0	2	1	0	2	0	0	3	1	0	0	1	0	1	1	1	0	0	0	4	0	0	0	0	0	0	5	0
Zotu10327	2	0	26	0	0	1	0	9	2	10	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	8	0
Zotu10328	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10329	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu1033	1	0	0	1	16	79	1	0	0	2	2	1	12	2	0	27	0	0	1	0	0	0	0	0	6	0	0	37	3	0
Zotu10330	2	2	2	3	0	4	3	0	7	4	3	0	0	3	4	0	5	3	0	8	0	2	4	0	0	4	0	1	4	3
Zotu10331	11	9	10	16	2	12	21	5	8	11	7	8	1	7	0	0	9	5	0	5	0	0	5	1	0	5	4	3	9	24
Zotu10332	3	0	1	0	2	0	1	1	1	1	4	2	0	1	4	0	1	0	0	2	13	0	0	3	0	3	0	0	3	2
Zotu10333	1	9	11	15	1	7	6	5	6	12	5	12	0	8	4	0	6	6	0	9	5	0	8	0	0	11	15	0	6	19
Zotu10334	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Zotu10335	0	2	0	1	2	0	0	0	5	2	0	0	0	1	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	1
Zotu10336	0	0	1	0	2	3	5	0	0	0	5	3	0	3	4	1	3	8	0	0	7	1	0	1	0	2	3	0	0	8
Zotu10337	8	1	1	3	3	2	0	1	1	1	2	1	6	1	1	27	4	0	14	0	2	8	2	0	9	0	1	20	0	1
Zotu10338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu10339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1034	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu10340	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2
Zotu10341	0	1	0	1	7	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0
Zotu10342	3	1	0	1	1	2	2	3	5	3	2	0	0	0	5	0	0	16	0	1	4	0	2	7	0	0	2	1	5	1
Zotu10343	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Zotu10344	1	0	0	1	1	7	4	0	6	2	0	3	0	4	0	0	2	0	0	2	0	0	1	0	0	1	3	0	0	0
Zotu10345	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	14	4	0	0	0	0	0	3	1
Zotu10346	25	0	0	8	6	1	4	8	6	0	0	5	0	1	1	0	8	1	3	7	0	0	6	1	0	1	1	2	23	1
Zotu10347	11	0	6	4	1	16	8	9	1	1	8	0	0	1	0	0	9	12	0	10	5	0	6	0	0	7	21	0	8	6
Zotu10348	1	1	0	0	5	0	2	0	0	7	1	3	1	0	0	0	0	0	1	3	0	8	1	0	0	0	0	1	6	0
Zotu10349	27	26	26	9	7	0	0	0	1	1	0	3	0	2	40	0	1	1	0	46	0	0	3	29	0	6	0	0	0	0
Zotu1035	0	3	0	1	3	1	1	0	0	1	1	0	13	2	0	10	0	0	2	0	0	6	1	0	17	1	0	23	0	0
Zotu10350	1	0	26	0	0	0	1	12	2	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27	0
Zotu10351	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu10352	3	0	2	0	1	6	0	1	1	7	3	3	0	6	0	0	9	8	1	14	23	2	11	1	0	7	0	0	29	1
Zotu10353	0	0	24	0	0	0	0	7	3	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Zotu10354	0	3	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10355	0	0	1	0	0	0	0	1	0	0	0	0	24	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0
Zotu10356	0	0	0	2	22	13	1	0	0	1	0	0	0	0	0	1	0	1	7	0	2	0	1	0	0	0	1	14	0	0
Zotu10357	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0
Zotu10358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
Zotu10359	1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1036	0	2	1	10	0	0	2	12	0	4	0	0	77	6	0	2	1	1	2	2	0	0	0	0	90	1	1	60	2	2
Zotu10360	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0
Zotu10361	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	3	0	0	2	0	0	0	0	0
Zotu10362	4	0	0	0	1	4	0	4	8	1	5	4	0	4	0	0	6	0	0	0	0	0	6	0	0	2	0	0	0	0
Zotu10363	0	0	0	7	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu10364	0	0	0	0	4	8	5	4	4	16	0	5	1	5	0	0	2	0	0	3	1	1	7	0	0	0	0	0	10	0
Zotu10365	0	0	0	0	0	2	1	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	2	1	0
Zotu10366	1	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	1	4	0	2	2	0	0	3	0	0	5	0	0	7
Zotu10367	5	2	1	0	2	5	8	2	0	0	4	3	0	0	0	1	1	0	0	3	2	0	10	0	0	1	0	1	2	0
Zotu10368	0	0	1	3	4	1	3	0	0	0	0	0	2	0	0	1	0	0	4	3	0	1	1	0	1	0	0	2	1	0
